day,time_years,event,spot,target_holdings,cash_before,interest,trade,fees,cumulative_fees,holdings,cash_after,portfolio,payoff,terminal_error
47,0.1865079365079365,rebalance,115.87232308884866,0.9994580018747914,-99.47881864854378,-0.015791541938195246,1.7652700625925277e-05,2.045459430317935e-06,0.1425302788180474,0.9994580018747914,-99.49665769537172,16.312862811599217,,
48,0.19047619047619047,rebalance,115.88487011197176,0.9996101857897746,-99.49665769537172,-0.01579437375767147,0.00015218391498317274,1.7635813220956327e-05,0.14254791463126834,0.9996101857897746,-99.53010551816357,16.309591024688416,,
49,0.19444444444444445,rebalance,114.86535822734353,0.9990387607487112,-99.53010551816357,-0.015799683357278046,-0.0005714250410633337,6.563694204181433e-05,0.14261355157331015,0.9990387607487112,-99.48033389642107,15.274611239980999,,
50,0.1984126984126984,rebalance,115.38357339662318,0.9994638612567023,-99.48033389642107,-0.015791782472820867,0.0004251005079910497,4.904961566472708e-05,0.1426626011889749,0.9994638612567023,-99.54522434417429,15.776487448410819,,
51,0.20238095238095238,rebalance,116.63147382110958,0.9998733332338516,-99.54522434417429,-0.015802083361402017,0.000409471977149356,4.775732018337309e-05,0.14271035850915825,0.9998733332338516,-99.60883150503925,17.007868984450297,,
52,0.20634920634920634,rebalance,115.80693900083838,0.9997695593860301,-99.60883150503925,-0.01581218053748447,-0.0001037738478215644,1.2017731664554193e-05,0.14272237624082282,0.9997695593860301,-99.61263797164384,16.167614407069223,,
53,0.21031746031746032,rebalance,116.88126973725124,0.9999060378199743,-99.61263797164384,-0.01581278478648782,0.00013647843394426484,1.5951772651157244e-05,0.14273832801347397,0.9999060378199743,-99.64441848085413,17.225868837488434,,
54,0.21428571428571427,rebalance,116.9640538341794,0.9999846167524444,-99.64441848085413,-0.015817829712139627,7.857893247009695e-05,9.190910487664768e-06,0.14274751892396165,0.9999846167524444,-99.66943641196441,17.292818135219747,,
55,0.21825396825396826,rebalance,116.4383596372818,0.9999851702191119,-99.66943641196441,-0.01582180112749922,5.534666674966715e-07,6.44447508772253e-08,0.14274758336871252,0.9999851702191119,-99.68532272228754,16.75131015963389,,
56,0.2222222222222222,rebalance,115.24819034475667,0.9999705049115588,-99.68532272228754,-0.01582432296419892,-1.46653075531189e-05,1.6901501563462446e-06,0.14274927351886887,0.9999705049115588,-99.69945858524554,15.545332503944223,,
57,0.2261904761904762,rebalance,115.37997371099495,0.9999959342453778,-99.69945858524554,-0.015826566930057847,2.5429333818993705e-05,2.934035867523608e-06,0.1427522075547364,0.9999959342453778,-99.71822212207898,15.661282482254535,,
58,0.23015873015873015,rebalance,116.554801907234,0.9999998783003834,-99.71822212207898,-0.015829545505626392,3.944055005589142e-06,4.5969854988767713e-07,0.14275266725328628,0.9999998783003834,-99.73451182583305,16.82027589672623,,
59,0.23412698412698413,rebalance,116.38066284231321,0.9999999959546496,-99.73451182583305,-0.01583213137811149,1.1765426621845876e-07,1.369268148873021e-08,0.14275268094596777,0.9999999959546496,-99.75035766358533,16.630304707927323,,
60,0.23809523809523808,rebalance,115.19534305988381,0.9999999984760419,-99.75035766358533,-0.01583464679008371,2.5213923171563124e-09,2.904526529633768e-10,0.14275268123642043,0.9999999984760419,-99.76619260111852,15.429150283212422,,
61,0.24206349206349206,rebalance,116.1738839281324,1.0,-99.76619260111852,-0.0158371604717251,1.5239580708481526e-09,1.7704412803405386e-10,0.14275268141346456,1.0,-99.7820299388114,16.391853989320992,,
62,0.24603174603174602,rebalance,115.8571278004859,1.0,-99.7820299388114,-0.01583967453437446,0.0,0.0,0.14275268141346456,1.0,-99.79786961334578,16.059258187140117,,
63,0.25,liquidate,115.01552956433002,,-99.79786961334578,-0.015842188967980477,-1.0,0.11501552956433003,0.25776821097779457,0.0,15.08680223245193,15.08680223245193,14.010512855913234,1.0762893765386963
