maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,contrast,difference,se,ci95_low,ci95_high,sim95_low,sim95_high,n_paths,first_half_difference,refinement_shift,refinement_se,refinement_margin,expanded_low,expanded_high,supported_sign
63,0.9,xi_minus20,5,1,Heston_minus_BS,0.1076757525334313,0.0069521090263727,0.0940458406339196,0.1213056644329431,0.0801657794425299,0.1351857256243328,4096,0.1226490597361983,-0.0004176624296499633,0.0005045017631771747,0.0014064858854772257,0.07875929355705266,0.13659221150981002,positive
63,0.9,xi_minus20,5,1,Adjusted_minus_Heston,-0.1283187621921312,0.0107528190286692,-0.1494001312380109,-0.1072373931462516,-0.1708684059056967,-0.0857691184785658,4096,-0.1524134535616959,0.0008435661735131832,0.0008578821813252627,0.002525015248910698,-0.1733934211546074,-0.0832441032296551,negative
63,0.9,xi_minus20,5,5,Heston_minus_BS,0.120645656266961,0.0112655227142153,0.0985591093623855,0.1427322031715365,0.0760672088422517,0.1652241036916703,4096,0.1405652045158373,-0.00033488168746493945,0.0007554119291374301,0.0018154890685743025,0.0742517197736774,0.1670395927602446,positive
63,0.9,xi_minus20,5,5,Adjusted_minus_Heston,-0.1468116416096665,0.0178254426373641,-0.1817591966315182,-0.1118640865878148,-0.2173481428968375,-0.0762751403224955,4096,-0.1783054075979653,0.0005525943165022235,0.001284913658198777,0.0030710250865718268,-0.22041916798340933,-0.07320411523592367,negative
63,0.9,xi_minus20,10,1,Heston_minus_BS,0.106776673010272,0.0074980027115682,0.0920765128152445,0.1214768332052994,0.0771065610991575,0.1364467849213864,4096,0.124744142281465,-0.00038929829401947126,0.0005157498772529109,0.0014001680534351765,0.07570639304572233,0.13784695297482158,positive
63,0.9,xi_minus20,10,1,Adjusted_minus_Heston,-0.1245839077996538,0.0115998322297206,-0.1473258830391733,-0.1018419325601343,-0.1704852409473419,-0.0786825746519656,4096,-0.1537653909736381,0.0008314496315764521,0.0008738300818483669,0.0025441565919992514,-0.17302939753934116,-0.07613841805996635,negative
63,0.9,xi_minus20,10,5,Heston_minus_BS,0.1137813068045897,0.0116502501908316,0.0909404849610411,0.1366221286481382,0.0676804663206096,0.1598821472885697,4096,0.1358113445560127,-0.000312254953938973,0.0007592857223616508,0.0018004549697678085,0.06588001135084179,0.1616826022583375,positive
63,0.9,xi_minus20,10,5,Adjusted_minus_Heston,-0.1349643411820313,0.0184366231119586,-0.1711101420875169,-0.0988185402765457,-0.2079193256008674,-0.0620093567631951,4096,-0.1699937939877325,0.0005163730187168006,0.0012865499136105283,0.0030380108493934356,-0.21095733645026082,-0.05897134591380166,negative
63,0.9,xi_plus20,0,1,Heston_minus_BS,0.1605048404816098,0.0092131304377814,0.1424420978362763,0.1785675831269434,0.124047850312891,0.1969618306503286,4096,0.1784471059591295,-0.0009329423647336669,0.0007602852071803977,0.0024231013708072464,0.12162474894208376,0.19938493202113586,positive
63,0.9,xi_plus20,0,1,Adjusted_minus_Heston,-0.174119384552853,0.0148563788942919,-0.203245961064645,-0.144992808041061,-0.2329070966068232,-0.1153316724988828,4096,-0.202996561631349,0.0013282664293674754,0.0012905953382316613,0.0038578332923015317,-0.23676492989912473,-0.11147383920658127,negative
63,0.9,xi_plus20,0,5,Heston_minus_BS,0.1910947345642107,0.0152003811678373,0.1612937266440694,0.2208957424843521,0.1309457818777156,0.2512436872507059,4096,0.2159709426943656,-0.0005642593372237277,0.0010735137023950702,0.0026683461939180655,0.12827743568379754,0.253912033444624,positive
63,0.9,xi_plus20,0,5,Adjusted_minus_Heston,-0.2169938898550245,0.0254570243159302,-0.2669034924423265,-0.1670842872677226,-0.3177290842038189,-0.1162586955062302,4096,-0.2587497778953653,0.0008925916849009762,0.0019134985977885103,0.004643048936566457,-0.3223721331403854,-0.11161564656966375,negative
63,0.9,xi_plus20,5,1,Heston_minus_BS,0.1620485389819702,0.0098764228351959,0.1426853827634202,0.1814116952005202,0.1229668552224212,0.2011302227415191,4096,0.1844855360863558,-0.0009433982565876526,0.00077738767176352,0.0024670780932441517,0.12049977712917706,0.20359730083476324,positive
63,0.9,xi_plus20,5,1,Adjusted_minus_Heston,-0.1723628860232084,0.0157590713506056,-0.2032592303285196,-0.1414665417178971,-0.2347226141500487,-0.110003157896368,4096,-0.2087377884606575,0.0012895428540254212,0.0012973371410049252,0.003832323650395074,-0.23855493780044376,-0.10617083424597293,negative
63,0.9,xi_plus20,5,5,Heston_minus_BS,0.1834142162358182,0.015720927507663,0.1525926545924077,0.2142357778792286,0.121205425916333,0.2456230065553033,4096,0.2113825427745522,-0.0005410577276947443,0.0010778197895223356,0.0026535845151585222,0.11855184140117447,0.24827659107046182,positive
63,0.9,xi_plus20,5,5,Adjusted_minus_Heston,-0.1995403245970387,0.026269510060959,-0.2510428407998121,-0.1480378083942653,-0.3034905808641217,-0.0955900683299556,4096,-0.246532045072106,0.0008274208232340585,0.0019119037448158524,0.004574752163073129,-0.3080653330271948,-0.09101531616688248,negative
63,0.9,xi_plus20,10,1,Heston_minus_BS,0.161345824810038,0.0107248878035641,0.1403192161449268,0.1823724334751492,0.1189067068733443,0.2037849427467317,4096,0.1883598333520058,-0.0009620274728818783,0.0008069596556154904,0.0025436683978882395,0.11636303847545607,0.20632861114461995,positive
63,0.9,xi_plus20,10,1,Adjusted_minus_Heston,-0.1671110420012975,0.0170429220850992,-0.2005244314704417,-0.1336976525321533,-0.2345510556968294,-0.0996710283057655,4096,-0.2110882086137579,0.0012642879267541025,0.0013250441564883774,0.0038613744734713224,-0.23841243017030073,-0.09580965383229419,negative
63,0.9,xi_plus20,10,5,Heston_minus_BS,0.175408567175044,0.0163004611364723,0.1434508046646001,0.207366329685488,0.1109065224670937,0.2399106118829944,4096,0.2064935416752197,-0.0005193224041804814,0.0010846959877283118,0.0026453265401279727,0.10826119592696573,0.24255593842312237,positive
