maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,mse,mean_error,error_variance,mean_fees,top1pct_loss_share,max_abs_error,n_paths
63,1.0,reference,0,1,Adjusted,1.1148666026305887,0.29430707330591854,1.0282499492326933,0.0,0.08048188716250602,4.11352422062612,4096
63,1.0,reference,0,5,BS,2.0942891463397206,0.3417718243938712,1.9774811663902057,0.0,0.0989141740749102,5.983085504407796,4096
63,1.0,reference,0,5,Heston,2.5252564520212215,0.3980070276061412,2.366846857997346,0.0,0.09226842919802289,6.044193949457255,4096
63,1.0,reference,0,5,Adjusted,1.9364280793472655,0.28769862158639825,1.8536575824845523,0.0,0.10389323254003216,6.116211173075968,4096
63,1.0,reference,5,1,BS,1.1606334853906328,0.17023416016954449,1.1316538161020024,0.17671113099868696,0.0834967817882464,4.714698316748038,4096
63,1.0,reference,5,1,Heston,1.519080989911237,0.22253583838765484,1.4695587905443408,0.17979293590982495,0.07546151239552118,5.237193426586259,4096
63,1.0,reference,5,1,Adjusted,1.0567150129575562,0.11795039130315782,1.042802718148988,0.17552100924220215,0.09178379801060628,4.304057217917311,4096
63,1.0,reference,5,5,BS,2.0293405922425523,0.22964641245696016,1.9766031174882,0.11160860777707107,0.10800060021917683,6.151378358472435,4096
63,1.0,reference,5,5,Heston,2.4341774988433267,0.28316307166909166,2.3539961736862516,0.11429975250282182,0.10081436972094882,6.14380824037913,4096
63,1.0,reference,5,5,Adjusted,1.9000449832271329,0.17725025227889193,1.8686273312942023,0.10995019224812673,0.11231548000434037,6.284871424530124,4096
63,1.0,reference,10,1,BS,1.1359038714613598,-0.007329082447088572,1.135850156011844,0.3534222619973739,0.09585513416941707,4.913099617972472,4096
63,1.0,reference,10,1,Heston,1.4694716631882183,0.041858874733022536,1.4677194977943033,0.3595858718196499,0.08646116872129424,5.446417609325854,4096
63,1.0,reference,10,1,Adjusted,1.0660433038443449,-0.0584062906996018,1.0626320090510584,0.3510420184844043,0.10233939148381824,4.494590215208506,4096
