maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,coarse_mse,fine_mse,mse_refinement_shift,mse_refinement_se
63,1.0,theta_plus20,0,1,BS,1.3280799192114279,1.3337919725429406,0.005712053331512562,0.0027687675057309694
63,1.0,theta_plus20,0,1,Heston,1.6584081311788699,1.6655568528104054,0.007148721631535686,0.0029872679481876495
63,1.0,theta_plus20,0,1,Adjusted,1.237227406187999,1.240979589431477,0.003752183243477993,0.00278268307474431
63,1.0,theta_plus20,0,5,BS,1.9785782483766825,1.98236351619523,0.0037852678185474583,0.004641523330873751
63,1.0,theta_plus20,0,5,Heston,2.3490774304562883,2.3532205117126153,0.004143081256326877,0.004695936085861125
63,1.0,theta_plus20,0,5,Adjusted,1.86074747487949,1.8636862269175345,0.002938752038044393,0.00478941869930353
63,1.0,theta_plus20,5,1,BS,1.2446500711241508,1.2511928797048772,0.006542808580726439,0.002677207193953157
63,1.0,theta_plus20,5,1,Heston,1.5503339599312176,1.5584738376868414,0.008139877755623715,0.0029128614585031657
63,1.0,theta_plus20,5,1,Adjusted,1.1835582820609232,1.1879513272337197,0.004393045172796496,0.0026965757695054
63,1.0,theta_plus20,5,5,BS,1.9052863902685102,1.9086614638260644,0.0033750735575541497,0.004622311666597925
63,1.0,theta_plus20,5,5,Heston,2.2521264716450062,2.2559302137534925,0.003803742108485956,0.004668008169039442
63,1.0,theta_plus20,5,5,Adjusted,1.813537603029637,1.8159764899853372,0.0024388869557002654,0.004780031225503841
63,1.0,theta_plus20,10,1,BS,1.2288315907388903,1.2363105103024123,0.0074789195635220265,0.00268860699094163
63,1.0,theta_plus20,10,1,Heston,1.5102348488762216,1.519473488269134,0.009238639392912414,0.0029372444585893864
63,1.0,theta_plus20,10,1,Adjusted,1.195450578177064,1.2005918641808249,0.00514128600376083,0.0027103111721825173
63,1.0,theta_plus20,10,5,BS,1.8584828108882219,1.8614810130328658,0.002998202144644173,0.00464314198598499
63,1.0,theta_plus20,10,5,Heston,2.182314848903469,2.1858125000661,0.003497651162631077,0.00468225527998479
63,1.0,theta_plus20,10,5,Adjusted,1.7918941858167785,1.7938634568971221,0.0019692710803435208,0.004806834947925655
63,1.0,xi_minus20,0,1,BS,1.3280799192114279,1.3337919725429406,0.005712053331512562,0.0027687675057309694
63,1.0,xi_minus20,0,1,Heston,1.6005800948640334,1.6076583166083542,0.007078221744320754,0.0029360431713106754
63,1.0,xi_minus20,0,1,Adjusted,1.2378662889942693,1.2421678250798314,0.004301536085561891,0.0027602436172833654
63,1.0,xi_minus20,0,5,BS,1.9785782483766825,1.98236351619523,0.0037852678185474583,0.004641523330873751
63,1.0,xi_minus20,0,5,Heston,2.28466421223081,2.288885975424975,0.004221763194165163,0.004670258416833026
63,1.0,xi_minus20,0,5,Adjusted,1.8664335560424217,1.8696713066225528,0.003237750580131141,0.00476269298882077
63,1.0,xi_minus20,5,1,BS,1.2446500711241508,1.2511928797048772,0.006542808580726439,0.002677207193953157
63,1.0,xi_minus20,5,1,Heston,1.4943674586891662,1.5024434647862988,0.008076006097132096,0.0028564610392758315
63,1.0,xi_minus20,5,1,Adjusted,1.1771452741666484,1.1821546694421792,0.005009395275530695,0.0026754098560316003
63,1.0,xi_minus20,5,5,BS,1.9052863902685102,1.9086614638260644,0.0033750735575541497,0.004622311666597925
63,1.0,xi_minus20,5,5,Heston,2.189847996245579,2.1937418583018142,0.0038938620562356274,0.004648367786915077
63,1.0,xi_minus20,5,5,Adjusted,1.812809316562058,1.8155848598717066,0.0027755433096485187,0.0047580814275754585
63,1.0,xi_minus20,10,1,BS,1.2288315907388903,1.2363105103024123,0.0074789195635220265,0.00268860699094163
63,1.0,xi_minus20,10,1,Heston,1.4570131589269197,1.4661920456128748,0.009178886685954969,0.0028771538004261576
63,1.0,xi_minus20,10,1,Adjusted,1.1832851950457468,1.189108853671745,0.005823658625998445,0.002692946468508595
63,1.0,xi_minus20,10,5,BS,1.8584828108882219,1.8614810130328658,0.002998202144644173,0.00464314198598499
63,1.0,xi_minus20,10,5,Heston,2.1223052463743604,2.1259050418766057,0.0035997955022457374,0.004668971403105766
63,1.0,xi_minus20,10,5,Adjusted,1.785148179821654,1.78749332993323,0.0023451501115759584,0.0047907994776915175
63,1.0,xi_plus20,0,1,BS,1.3280799192114279,1.3337919725429406,0.005712053331512562,0.0027687675057309694
63,1.0,xi_plus20,0,1,Heston,1.7438221465338133,1.7513946079406328,0.007572461406819599,0.0030659099770971162
63,1.0,xi_plus20,0,1,Adjusted,1.2418891534169743,1.245198938971447,0.0033097855544727602,0.002736976208576737
63,1.0,xi_plus20,0,5,BS,1.9785782483766825,1.98236351619523,0.0037852678185474583,0.004641523330873751
63,1.0,xi_plus20,0,5,Heston,2.453517536653271,2.457345747105743,0.0038282104524722865,0.004756695068819779
63,1.0,xi_plus20,0,5,Adjusted,1.8646585286352275,1.8671522897107382,0.002493761075510816,0.004814571900678007
63,1.0,xi_plus20,5,1,BS,1.2446500711241508,1.2511928797048772,0.006542808580726439,0.002677207193953157
63,1.0,xi_plus20,5,1,Heston,1.6355208416623683,1.6442155300751446,0.00869468841277651,0.003018436665031297
63,1.0,xi_plus20,5,1,Adjusted,1.1995820490294646,1.2035703458216007,0.003988296792135929,0.0026780483940949604
63,1.0,xi_plus20,5,5,BS,1.9052863902685102,1.9086614638260644,0.0033750735575541497,0.004622311666597925
63,1.0,xi_plus20,5,5,Heston,2.3533361528650727,2.3568970909564997,0.003560938091427483,0.0047470745552806405
63,1.0,xi_plus20,5,5,Adjusted,1.8251940473511172,1.8272143770198448,0.002020329668727466,0.004827200340498524
63,1.0,xi_plus20,10,1,BS,1.2288315907388903,1.2363105103024123,0.0074789195635220265,0.00268860699094163
63,1.0,xi_plus20,10,1,Heston,1.5979433227587485,1.6078691211531657,0.009925798394417333,0.003069013882799808
63,1.0,xi_plus20,10,1,Adjusted,1.2247723088096554,1.229548791867065,0.004776483057409595,0.0027197085705009845
63,1.0,xi_plus20,10,5,BS,1.8584828108882219,1.8614810130328658,0.002998202144644173,0.00464314198598499
63,1.0,xi_plus20,10,5,Heston,2.2810767157469973,2.2844032864244705,0.003326570677472981,0.004781390005117766
63,1.0,xi_plus20,10,5,Adjusted,1.8116250213174954,1.8132040980016417,0.0015790766841465465,0.004876406051440245
63,1.0,rho_minus10pp,0,1,BS,1.3280799192114279,1.3337919725429406,0.005712053331512562,0.0027687675057309694
63,1.0,rho_minus10pp,0,1,Heston,1.741846638830319,1.7492530614366086,0.007406422606289884,0.0030764338457854425
63,1.0,rho_minus10pp,0,1,Adjusted,1.2422388832875426,1.2454789297065698,0.0032400464190272165,0.002764301439973026
63,1.0,rho_minus10pp,0,5,BS,1.9785782483766825,1.98236351619523,0.0037852678185474583,0.004641523330873751
63,1.0,rho_minus10pp,0,5,Heston,2.447978492577599,2.451844235035857,0.0038657424582574824,0.0047522843177970064
63,1.0,rho_minus10pp,0,5,Adjusted,1.8634355304952628,1.865947830168119,0.0025122996728562585,0.004808655030701942
63,1.0,rho_minus10pp,5,1,BS,1.2446500711241508,1.2511928797048772,0.006542808580726439,0.002677207193953157
63,1.0,rho_minus10pp,5,1,Heston,1.6320605830854031,1.6405431265062318,0.008482543420828798,0.0030218583859878898
63,1.0,rho_minus10pp,5,1,Adjusted,1.1975278040667547,1.2014057638848068,0.003877959818052354,0.0026946998294036986
63,1.0,rho_minus10pp,5,5,BS,1.9052863902685102,1.9086614638260644,0.0033750735575541497,0.004622311666597925
63,1.0,rho_minus10pp,5,5,Heston,2.3478362935795616,2.351398858744003,0.0035625651644418596,0.004732853743136493
63,1.0,rho_minus10pp,5,5,Adjusted,1.8230068951861051,1.8250159615182615,0.0020090663321564966,0.004810503089873924
63,1.0,rho_minus10pp,10,1,BS,1.2288315907388903,1.2363105103024123,0.0074789195635220265,0.00268860699094163
63,1.0,rho_minus10pp,10,1,Heston,1.5918456784909132,1.6015141926545393,0.009668514163626076,0.0030646818530443575
63,1.0,rho_minus10pp,10,1,Adjusted,1.2192905675483434,1.223916714949252,0.004626147400908661,0.0027251106654965626
63,1.0,rho_minus10pp,10,5,BS,1.8584828108882219,1.8614810130328658,0.002998202144644173,0.00464314198598499
63,1.0,rho_minus10pp,10,5,Heston,2.275333237533338,2.278624798883016,0.003291561349677578,0.004756700038312132
63,1.0,rho_minus10pp,10,5,Adjusted,1.8082532305672294,1.8097900030416538,0.0015367724744245197,0.004848527341891155
63,1.0,rho_plus10pp,0,1,BS,1.3280799192114279,1.3337919725429406,0.005712053331512562,0.0027687675057309694
63,1.0,rho_plus10pp,0,1,Heston,1.6045171290188942,1.6117157434206655,0.007198614401771228,0.002927024241681082
63,1.0,rho_plus10pp,0,1,Adjusted,1.2333323044279902,1.237686051278935,0.004353746850944441,0.0027336493005165477
63,1.0,rho_plus10pp,0,5,BS,1.9785782483766825,1.98236351619523,0.0037852678185474583,0.004641523330873751
63,1.0,rho_plus10pp,0,5,Heston,2.291818262201698,2.2959994876544205,0.004181225452722771,0.004670016014342422
63,1.0,rho_plus10pp,0,5,Adjusted,1.863022227268333,1.8662354134220922,0.0032131861537587525,0.004761625110517607
63,1.0,rho_plus10pp,5,1,BS,1.2446500711241508,1.2511928797048772,0.006542808580726439,0.002677207193953157
63,1.0,rho_plus10pp,5,1,Heston,1.4990751299176364,1.5073123320331296,0.00823720211549343,0.00285462350231878
63,1.0,rho_plus10pp,5,1,Adjusted,1.1745433031823787,1.179636806019705,0.0050935028373263426,0.002657699948617518
63,1.0,rho_plus10pp,5,5,BS,1.9052863902685102,1.9086614638260644,0.0033750735575541497,0.004622311666597925
63,1.0,rho_plus10pp,5,5,Heston,2.1967067310416306,2.2005893813714827,0.003882650329852107,0.0046558016735550505
63,1.0,rho_plus10pp,5,5,Adjusted,1.810230636331659,1.8130072253137932,0.002776588982133969,0.004765511520278033
63,1.0,rho_plus10pp,10,1,BS,1.2288315907388903,1.2363105103024123,0.0074789195635220265,0.00268860699094163
63,1.0,rho_plus10pp,10,1,Heston,1.4634177516580005,1.4727985168947206,0.009380765236720219,0.0028828026168245886
63,1.0,rho_plus10pp,10,1,Adjusted,1.1834553275355053,1.1893955676961765,0.005940240160671218,0.0026849609831006995
63,1.0,rho_plus10pp,10,5,BS,1.8584828108882219,1.8614810130328658,0.002998202144644173,0.00464314198598499
63,1.0,rho_plus10pp,10,5,Heston,2.1291008904864945,2.1327197980164536,0.0036189075299590317,0.004684669564695184
63,1.0,rho_plus10pp,10,5,Adjusted,1.783583911839253,1.7859559667404348,0.0023720549011816815,0.004807073905120334
63,1.1,reference,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,reference,0,1,Heston,1.002575848023286,1.0036026235651503,0.0010267755418642574,0.002951075310561586
63,1.1,reference,0,1,Adjusted,0.629092860704535,0.6271188557185503,-0.001974004985984672,0.0020244459578572294
63,1.1,reference,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,reference,0,5,Heston,1.5429273197325117,1.5428720624911885,-5.5257241323421495e-05,0.004654216683518606
63,1.1,reference,0,5,Adjusted,1.0400084861189216,1.0373074429525084,-0.0027010431664131647,0.00386873160401898
63,1.1,reference,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,reference,5,1,Heston,0.9121409839422162,0.9130602337972555,0.0009192498550392161,0.0026517693789752245
63,1.1,reference,5,1,Adjusted,0.6256532590690644,0.6234376508409125,-0.0022156082281521473,0.0019506151251180131
63,1.1,reference,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,reference,5,5,Heston,1.4802210969070795,1.4799960091761013,-0.0002250877309780435,0.004532898324622787
63,1.1,reference,5,5,Adjusted,1.032415151642813,1.0295001479342223,-0.0029150037085908177,0.0038721743043558464
63,1.1,reference,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,reference,10,1,Heston,0.8609669076532366,0.8616725114500737,0.0007056037968370448,0.0024521642579679783
63,1.1,reference,10,1,Adjusted,0.6547527363609238,0.6522176250932017,-0.002535111267721963,0.0019759973559166813
63,1.1,reference,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,reference,10,5,Heston,1.4296571565472762,1.4292608240123914,-0.000396332534885228,0.004438228621610928
63,1.1,reference,10,5,Adjusted,1.034973028175576,1.0318442306323354,-0.00312879754324044,0.0038970027849535497
63,1.1,kappa_minus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,kappa_minus20,0,1,Heston,0.9650706987217001,0.9662096060007797,0.0011389072790794295,0.0028619292833282537
63,1.1,kappa_minus20,0,1,Adjusted,0.6290992008396801,0.6271222652939402,-0.0019769355457399237,0.001983702279195976
63,1.1,kappa_minus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,kappa_minus20,0,5,Heston,1.499818295909571,1.4998414692003688,2.3173290797833218e-05,0.004606862256293674
63,1.1,kappa_minus20,0,5,Adjusted,1.0322618485107138,1.029467572812643,-0.002794275698070646,0.0038596446219118312
63,1.1,kappa_minus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,kappa_minus20,5,1,Heston,0.8801923487067282,0.8812069337689106,0.0010145850621821207,0.002587230898899173
63,1.1,kappa_minus20,5,1,Adjusted,0.6363505479760291,0.6341106610240037,-0.002239886952025502,0.001944374510441072
63,1.1,kappa_minus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,kappa_minus20,5,5,Heston,1.4406117912036998,1.440450013990343,-0.00016177721335686017,0.004496214080823918
63,1.1,kappa_minus20,5,5,Adjusted,1.0313388437381612,1.0283121775153106,-0.003026666222850658,0.0038777677311853096
63,1.1,kappa_minus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,kappa_minus20,10,1,Heston,0.8350699780756599,0.8358432913572919,0.0007733132816319585,0.002414817037845907
63,1.1,kappa_minus20,10,1,Adjusted,0.676120331137849,0.6735372591447449,-0.0025830719931039586,0.002002670395410917
63,1.1,kappa_minus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,kappa_minus20,10,5,Heston,1.3935988951294218,1.3932493524485956,-0.00034954268082603216,0.004412414086517114
63,1.1,kappa_minus20,10,5,Adjusted,1.0405002229798568,1.037241262253411,-0.00325896072644565,0.003917287719088836
63,1.1,kappa_plus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,kappa_plus20,0,1,Heston,1.0387877434390058,1.039714616701997,0.0009268732629911904,0.0030388001712840923
63,1.1,kappa_plus20,0,1,Adjusted,0.6379461858426357,0.6359749360583671,-0.001971249784268703,0.0020838041176571833
63,1.1,kappa_plus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,kappa_plus20,0,5,Heston,1.584171595632898,1.5840240418250437,-0.00014755380785457471,0.004710710828389691
63,1.1,kappa_plus20,0,5,Adjusted,1.0565463028800417,1.0539092527447644,-0.002637050135277351,0.0038969257629649233
63,1.1,kappa_plus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,kappa_plus20,5,1,Heston,0.9438502699744178,0.9446834235705169,0.0008331535960991727,0.002719773539367231
63,1.1,kappa_plus20,5,1,Adjusted,0.6252300660547125,0.6230259393505883,-0.0022041267041242804,0.0019787177370102905
63,1.1,kappa_plus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,kappa_plus20,5,5,Heston,1.5185998293609115,1.5183105767779321,-0.0002892525829798475,0.0045810308721734565
63,1.1,kappa_plus20,5,5,Adjusted,1.0431552373429682,1.0403236158920026,-0.002831621450965597,0.0038867182563590463
63,1.1,kappa_plus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,kappa_plus20,10,1,Heston,0.8877484752763836,0.8883903107725329,0.0006418354961494233,0.0024971420174545395
63,1.1,kappa_plus20,10,1,Adjusted,0.6450788213529886,0.6425686632151721,-0.0025101581378162473,0.0019729712059253822
63,1.1,kappa_plus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,kappa_plus20,10,5,Heston,1.4651233275817794,1.464690968545423,-0.00043235903635657064,0.004477461651893404
63,1.1,kappa_plus20,10,5,Adjusted,1.039979659079073,1.03695308578846,-0.0030265732906130044,0.0038979565531441895
63,1.1,theta_minus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,theta_minus20,0,1,Heston,0.9217249095025045,0.9227235112202286,0.0009986017177241054,0.0027726119712130023
63,1.1,theta_minus20,0,1,Adjusted,0.6297362613427602,0.6276973460301505,-0.002038915312609797,0.001973281852131798
63,1.1,theta_minus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,theta_minus20,0,5,Heston,1.4478694912830656,1.4477890067489332,-8.048453413250388e-05,0.004538259047191025
63,1.1,theta_minus20,0,5,Adjusted,1.031722972699619,1.0288703958559369,-0.0028525768436821553,0.0038651806714064185
63,1.1,theta_minus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,theta_minus20,5,1,Heston,0.8443828411174334,0.8452271195352309,0.0008442784177975123,0.0025194939296937554
63,1.1,theta_minus20,5,1,Adjusted,0.6412593150367936,0.6389416663919134,-0.002317648644880175,0.0019511440868625995
63,1.1,theta_minus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,theta_minus20,5,5,Heston,1.3930689212591834,1.3927910503072547,-0.0002778709519286527,0.004440159534268727
63,1.1,theta_minus20,5,5,Adjusted,1.0331144985479368,1.0300206421327385,-0.003093856415198553,0.003890559485415435
63,1.1,theta_minus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,theta_minus20,10,1,Heston,0.8068960420402052,0.8074679492635959,0.00057190722339071,0.0023724504842749282
63,1.1,theta_minus20,10,1,Adjusted,0.6855262280634258,0.6828483772616385,-0.002677850801787172,0.002026725435935144
63,1.1,theta_minus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,theta_minus20,10,5,Heston,1.3504240554325593,1.3499457858473858,-0.00047826958517344586,0.00436942436874985
63,1.1,theta_minus20,10,5,Adjusted,1.0446134010209218,1.041278325492707,-0.0033350755282148038,0.003937385156805019
63,1.1,theta_plus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,theta_plus20,0,1,Heston,1.090279701150116,1.0913154473237707,0.0010357461736550506,0.0031376008133054503
63,1.1,theta_plus20,0,1,Adjusted,0.6439028032192069,0.641979895445407,-0.001922907773799924,0.0021074094826978693
63,1.1,theta_plus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,theta_plus20,0,5,Heston,1.6450001579918596,1.644915194897918,-8.49630939414697e-05,0.004795296539895493
63,1.1,theta_plus20,0,5,Adjusted,1.0645507674828456,1.0619476126432046,-0.0026031548396408307,0.0039057106613069083
63,1.1,theta_plus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,theta_plus20,5,1,Heston,0.9887229045747794,0.9896913980684625,0.0009684934936830326,0.0028014012907513074
63,1.1,theta_plus20,5,1,Adjusted,0.6273020020142279,0.6251618811366078,-0.0021401208776202245,0.001986468377173219
63,1.1,theta_plus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,theta_plus20,5,5,Heston,1.5755322640485563,1.5753196775431189,-0.0002125865054374141,0.004654718508720522
63,1.1,theta_plus20,5,5,Adjusted,1.0490261731156403,1.046236153003543,-0.002790020112097356,0.0038884590434414526
63,1.1,theta_plus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,theta_plus20,10,1,Heston,0.9258690480866213,0.9266733318927074,0.000804283806086123,0.0025577075466341106
63,1.1,theta_plus20,10,1,Adjusted,0.6430285955018288,0.6405984271459478,-0.0024301683558809826,0.001963220031441938
63,1.1,theta_plus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,theta_plus20,10,5,Heston,1.518187461330022,1.5178458096326444,-0.0003416516973773825,0.004539668909001726
63,1.1,theta_plus20,10,5,Adjusted,1.0436912521961448,1.0407139015900775,-0.0029773506060674377,0.0038924397849493682
63,1.1,xi_minus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,xi_minus20,0,1,Heston,1.0272897845574942,1.0282566262030999,0.0009668416456059396,0.0030058068389157556
63,1.1,xi_minus20,0,1,Adjusted,0.6604548719924803,0.6589845048094591,-0.0014703671830211232,0.002157146760497819
63,1.1,xi_minus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,xi_minus20,0,5,Heston,1.5681319445913382,1.5681948918878983,6.294729656003211e-05,0.004670688428411019
63,1.1,xi_minus20,0,5,Adjusted,1.09052163301615,1.0884368344223614,-0.0020847985937886386,0.0039526512066287165
63,1.1,xi_minus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,xi_minus20,5,1,Heston,0.9323866651711339,0.9332792564895829,0.0008925913184491038,0.0026884842547328282
63,1.1,xi_minus20,5,1,Adjusted,0.6362731303104714,0.6346070771795509,-0.0016660531309203046,0.002015515556694997
63,1.1,xi_minus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,xi_minus20,5,5,Heston,1.503113363841921,1.5030240487456257,-8.931509629556513e-05,0.00454246099622506
63,1.1,xi_minus20,5,5,Adjusted,1.0702869026182449,1.0680052356265872,-0.002281666991657623,0.003926688769258318
63,1.1,xi_minus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,xi_minus20,10,1,Heston,0.8757289595587667,0.8764498236674638,0.0007208641086970767,0.0024636889943295995
63,1.1,xi_minus20,10,1,Adjusted,0.6450506586492065,0.6431124078124987,-0.0019382508367079016,0.0019715415130244027
63,1.1,xi_minus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,xi_minus20,10,5,Heston,1.4500649762433984,1.4498221518262535,-0.00024282441714475243,0.004439586737488137
63,1.1,xi_minus20,10,5,Adjusted,1.0604253751550687,1.0579465655020672,-0.002478809653001442,0.003922202639672863
63,1.1,xi_plus20,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,xi_plus20,0,1,Heston,0.9710210756141837,0.9720229556540723,0.0010018800398884596,0.002870163285577532
63,1.1,xi_plus20,0,1,Adjusted,0.6302816412081621,0.6277975581788438,-0.002484083029318466,0.0019477180314605407
63,1.1,xi_plus20,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,xi_plus20,0,5,Heston,1.5083338343273156,1.5081289987457507,-0.0002048355815647755,0.004629993451115097
63,1.1,xi_plus20,0,5,Adjusted,1.023802218586757,1.0204947941090778,-0.0033074244776794856,0.0038362229078506673
63,1.1,xi_plus20,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,xi_plus20,5,1,Heston,0.88744709845286,0.8882974039370779,0.0008503054842179922,0.0025990550146432305
63,1.1,xi_plus20,5,1,Adjusted,0.6487476030792216,0.6459750458099383,-0.002772557269283537,0.0019471685029631423
63,1.1,xi_plus20,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,xi_plus20,5,5,Heston,1.449318867407765,1.4489300792832434,-0.0003887881245220301,0.0045212734487336025
63,1.1,xi_plus20,5,5,Adjusted,1.02945126844675,1.0259081637359788,-0.0035431047107714895,0.0038701451727766994
63,1.1,xi_plus20,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,xi_plus20,10,1,Heston,0.8440737405148238,0.8446575122929156,0.0005837717780917192,0.002435518550898115
63,1.1,xi_plus20,10,1,Adjusted,0.6992660751667671,0.6961266810964432,-0.003139394070323974,0.0020423249742904793
63,1.1,xi_plus20,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,xi_plus20,10,5,Heston,1.4025856533578893,1.4020108223739127,-0.0005748309839766011,0.004440464691439618
63,1.1,xi_plus20,10,5,Adjusted,1.0450187528332984,1.0412401306110879,-0.003778622222210471,0.003925159011576197
63,1.1,rho_minus10pp,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,rho_minus10pp,0,1,Heston,1.0294108564687137,1.0305899493765818,0.0011790929078678608,0.0030467817872110105
63,1.1,rho_minus10pp,0,1,Adjusted,0.6247712747314715,0.6223822529394356,-0.0023890217920359415,0.00198455886962517
63,1.1,rho_minus10pp,0,5,BS,1.2557652111786077,1.2543973700452584,-0.0013678411333492785,0.0042042234536976185
63,1.1,rho_minus10pp,0,5,Heston,1.5778675076501392,1.57774240601143,-0.00012510163870920116,0.0047460647243256
63,1.1,rho_minus10pp,0,5,Adjusted,1.0249663476077053,1.0217404096256346,-0.003225937982070978,0.003838981809766099
63,1.1,rho_minus10pp,5,1,BS,0.7209570148646355,0.7203386864511185,-0.0006183284135169797,0.002246759858230175
63,1.1,rho_minus10pp,5,1,Heston,0.9370860637983262,0.9381499095333393,0.001063845735013108,0.0027408293811973608
63,1.1,rho_minus10pp,5,1,Adjusted,0.6339081901282355,0.6312491958400035,-0.002658994288232203,0.0019482025857798292
63,1.1,rho_minus10pp,5,5,BS,1.2146047704121816,1.2130462329098362,-0.0015585375023452633,0.004132153987918801
63,1.1,rho_minus10pp,5,5,Heston,1.5135821028085665,1.5132957411963999,-0.00028636161216666887,0.004618036182480861
63,1.1,rho_minus10pp,5,5,Adjusted,1.0251456697350148,1.0217045611864481,-0.003441108548566364,0.003857674247287518
63,1.1,rho_minus10pp,10,1,BS,0.6992759948989726,0.6984107098217944,-0.0008652850771782358,0.002116627984864896
63,1.1,rho_minus10pp,10,1,Heston,0.8851218529166193,0.8859590876906167,0.0008372347739975409,0.002537746386641037
63,1.1,rho_minus10pp,10,1,Adjusted,0.6752473185011798,0.6722408622925183,-0.003006456208661467,0.0020098105103566345
63,1.1,rho_minus10pp,10,5,BS,1.184522052420972,1.1827731742645196,-0.0017488781564524484,0.004083813924730987
63,1.1,rho_minus10pp,10,5,Heston,1.4616848429613016,1.4612361655174784,-0.00044867744382312623,0.004517635773397262
63,1.1,rho_minus10pp,10,5,Adjusted,1.0353284000929646,1.0316724387924625,-0.0036559613005020235,0.0038977087415555914
63,1.1,rho_plus10pp,0,1,BS,0.7780403436891608,0.7775805887392726,-0.0004597549498882871,0.0024744765052818474
63,1.1,rho_plus10pp,0,1,Heston,0.9810499996516597,0.9819483015415433,0.0008983018898835785,0.0028750526804314216
